g6,n,m,W,sum_cards_W,naive_(m-1)W,ratio
GCpfU[,8,14,45.0,642.0,585.0,1.097436
GCpfUg,8,13,44.0,605.0,528.0,1.145833
GCpfUk,8,14,43.0,632.0,559.0,1.13059
GCpfUo,8,13,47.0,647.0,564.0,1.147163
GCpfUs,8,14,45.0,664.0,585.0,1.135043
GCpfUw,8,14,43.0,632.0,559.0,1.13059
GCpfU{,8,15,42.0,657.0,588.0,1.117347
GCpfVK,8,14,45.0,638.0,585.0,1.090598
GCpfVS,8,14,47.0,661.0,611.0,1.081833
GCpfVW,8,14,45.0,635.0,585.0,1.08547
GCpfV[,8,15,44.0,665.0,616.0,1.079545
GCpfVg,8,14,42.0,619.0,546.0,1.1337
GCpfVk,8,15,41.0,644.0,574.0,1.121951
GCpfVo,8,14,44.0,643.0,572.0,1.124126
GCpfVs,8,15,43.0,669.0,602.0,1.111296
GCpfVw,8,15,41.0,641.0,574.0,1.116725
GCpfV{,8,16,40.0,664.0,600.0,1.106667
GCpf]w,8,15,42.0,657.0,588.0,1.117347
GCpf]{,8,16,41.0,680.0,615.0,1.105691
GCpf^W,8,15,44.0,661.0,616.0,1.073052
GCpf^[,8,16,43.0,690.0,645.0,1.069767
GCpf^w,8,16,40.0,664.0,600.0,1.106667
GCpf^{,8,17,39.0,686.0,624.0,1.099359
GCpf`w,8,13,44.0,600.0,528.0,1.136364
GCpf`{,8,14,43.0,629.0,559.0,1.125224
GCpfaw,8,13,45.0,612.0,540.0,1.133333
GCpfa{,8,14,44.0,640.0,572.0,1.118881
GCpfbW,8,13,46.0,628.0,552.0,1.137681
GCpfb[,8,14,44.0,644.0,572.0,1.125874
GCpfbg,8,13,45.0,616.0,540.0,1.140741
GCpfbk,8,14,44.0,643.0,572.0,1.124126
GCpfbo,8,13,45.0,611.0,540.0,1.131481
GCpfbs,8,14,44.0,639.0,572.0,1.117133
GCpfbw,8,14,43.0,626.0,559.0,1.119857
GCpfb{,8,15,42.0,652.0,588.0,1.108844
GCpfcw,8,13,44.0,603.0,528.0,1.142045
GCpfc{,8,14,43.0,632.0,559.0,1.13059
GCpfdW,8,13,44.0,601.0,528.0,1.138258
GCpfd[,8,14,43.0,629.0,559.0,1.125224
GCpfdg,8,13,44.0,604.0,528.0,1.143939
GCpfdk,8,14,43.0,632.0,559.0,1.13059
GCpfdo,8,13,45.0,614.0,540.0,1.137037
GCpfds,8,14,44.0,642.0,572.0,1.122378
GCpfdw,8,14,42.0,614.0,546.0,1.124542
GCpfd{,8,15,41.0,641.0,574.0,1.116725
GCpfeW,8,13,45.0,616.0,540.0,1.140741
GCpfe[,8,14,44.0,643.0,572.0,1.124126
GCpfeg,8,13,44.0,604.0,528.0,1.143939
GCpfek,8,14,43.0,632.0,559.0,1.13059
GCpfeo,8,13,47.0,640.0,564.0,1.134752
GCpfes,8,14,45.0,660.0,585.0,1.128205
GCpfew,8,14,43.0,629.0,559.0,1.125224
GCpfe{,8,15,42.0,655.0,588.0,1.113946
GCpffK,8,14,44.0,642.0,572.0,1.122378
GCpffS,8,14,44.0,643.0,572.0,1.124126
GCpffW,8,14,43.0,630.0,559.0,1.127013
GCpff[,8,15,42.0,655.0,588.0,1.113946
GCpffc,8,14,45.0,654.0,585.0,1.117949
GCpffg,8,14,43.0,628.0,559.0,1.123435
GCpffk,8,15,42.0,655.0,588.0,1.113946
GCpffo,8,14,44.0,639.0,572.0,1.117133
GCpffs,8,15,43.0,666.0,602.0,1.106312
GCpffw,8,15,41.0,638.0,574.0,1.111498
GCpff{,8,16,40.0,662.0,600.0,1.103333
GCpflw,8,15,41.0,635.0,574.0,1.106272
GCpfl{,8,16,40.0,661.0,600.0,1.101667
GCpfmw,8,15,42.0,651.0,588.0,1.107143
GCpfm{,8,16,41.0,676.0,615.0,1.099187
GCpfnW,8,15,41.0,642.0,574.0,1.118467
GCpfn[,8,16,40.0,666.0,600.0,1.11
GCpfng,8,15,42.0,651.0,588.0,1.107143
GCpfnk,8,16,41.0,678.0,615.0,1.102439
GCpfnw,8,16,40.0,658.0,600.0,1.096667
GCpfn{,8,17,39.0,682.0,624.0,1.092949
GCpfrw,8,15,42.0,651.0,588.0,1.107143
GCpfr{,8,16,41.0,676.0,615.0,1.099187
GCpftw,8,15,41.0,638.0,574.0,1.111498
GCpft{,8,16,40.0,663.0,600.0,1.105
GCpfuw,8,15,41.0,644.0,574.0,1.121951
GCpfu{,8,16,40.0,668.0,600.0,1.113333
GCpfvW,8,15,42.0,654.0,588.0,1.112245
GCpfv[,8,16,41.0,678.0,615.0,1.102439
GCpfvg,8,15,41.0,639.0,574.0,1.11324
GCpfvk,8,16,40.0,664.0,600.0,1.106667
GCpfvo,8,15,43.0,666.0,602.0,1.106312
GCpfvs,8,16,42.0,692.0,630.0,1.098413
GCpfvw,8,16,40.0,661.0,600.0,1.101667
GCpfv{,8,17,39.0,684.0,624.0,1.096154
GCpf~w,8,17,39.0,680.0,624.0,1.089744
GCpf~{,8,18,38.0,702.0,646.0,1.086687
GCprbk,8,14,44.0,654.0,572.0,1.143357
GCpreo,8,13,46.0,627.0,552.0,1.13587
GCprew,8,14,44.0,640.0,572.0,1.118881
GCpre{,8,15,43.0,662.0,602.0,1.099668
GCprfO,8,13,43.0,597.0,516.0,1.156977
GCprfW,8,14,42.0,617.0,546.0,1.130037
GCprf[,8,15,41.0,639.0,574.0,1.11324
GCprfk,8,15,42.0,655.0,588.0,1.113946
GCprfo,8,14,42.0,621.0,546.0,1.137363
GCprfw,8,15,41.0,641.0,574.0,1.116725
GCprf{,8,16,40.0,660.0,600.0,1.1
GCprjk,8,15,43.0,684.0,602.0,1.136213
GCprm{,8,16,42.0,688.0,630.0,1.092063
GCprn[,8,16,40.0,663.0,600.0,1.105
GCprnk,8,16,41.0,682.0,615.0,1.108943
GCprno,8,15,41.0,643.0,574.0,1.120209
GCprnw,8,16,40.0,664.0,600.0,1.106667
GCprn{,8,17,39.0,684.0,624.0,1.096154
GCpurg,8,14,45.0,654.0,585.0,1.117949
GCpurk,8,15,43.0,666.0,602.0,1.106312
GCpuuo,8,14,46.0,654.0,598.0,1.093645
GCpuus,8,15,45.0,686.0,630.0,1.088889
GCpuuw,8,15,44.0,661.0,616.0,1.073052
GCpuu{,8,16,43.0,690.0,645.0,1.069767
GCpuvW,8,15,42.0,652.0,588.0,1.108844
GCpuv[,8,16,40.0,665.0,600.0,1.108333
GCpuvg,8,15,43.0,664.0,602.0,1.10299
GCpuvk,8,16,41.0,678.0,615.0,1.102439
GCpuvo,8,15,42.0,657.0,588.0,1.117347
GCpuvs,8,16,40.0,670.0,600.0,1.116667
GCpuvw,8,16,41.0,676.0,615.0,1.099187
GCpuv{,8,17,39.0,686.0,624.0,1.099359
GCpu}w,8,16,42.0,676.0,630.0,1.073016
GCpu}{,8,17,41.0,702.0,656.0,1.070122
GCpu~w,8,17,39.0,686.0,624.0,1.099359
GCpu~{,8,18,38.0,706.0,646.0,1.092879
GCpvRg,8,14,42.0,621.0,546.0,1.137363
GCpvRk,8,15,41.0,641.0,574.0,1.116725
GCpvRw,8,15,41.0,638.0,574.0,1.111498
GCpvR{,8,16,40.0,661.0,600.0,1.101667
GCpvTo,8,14,42.0,617.0,546.0,1.130037
GCpvTs,8,15,41.0,639.0,574.0,1.11324
GCpvTw,8,15,41.0,636.0,574.0,1.108014
GCpvT{,8,16,40.0,659.0,600.0,1.098333
GCpvUo,8,14,43.0,632.0,559.0,1.13059
GCpvUs,8,15,41.0,646.0,574.0,1.125436
GCpvUw,8,15,41.0,642.0,574.0,1.118467
GCpvU{,8,16,40.0,664.0,600.0,1.106667
GCpvVO,8,14,42.0,624.0,546.0,1.142857
GCpvVS,8,15,41.0,650.0,574.0,1.132404
GCpvVW,8,15,41.0,641.0,574.0,1.116725
GCpvV[,8,16,40.0,666.0,600.0,1.11
GCpvVg,8,15,41.0,639.0,574.0,1.11324
GCpvVk,8,16,40.0,662.0,600.0,1.103333
GCpvVo,8,15,41.0,641.0,574.0,1.116725
GCpvVs,8,16,40.0,663.0,600.0,1.105
GCpvVw,8,16,40.0,659.0,600.0,1.098333
GCpvV{,8,17,39.0,680.0,624.0,1.089744
GCpv\w,8,16,40.0,658.0,600.0,1.096667
GCpv\{,8,17,39.0,682.0,624.0,1.092949
GCpv]w,8,16,40.0,664.0,600.0,1.106667
GCpv]{,8,17,39.0,686.0,624.0,1.099359
GCpv^W,8,16,40.0,664.0,600.0,1.106667
GCpv^[,8,17,39.0,688.0,624.0,1.102564
GCpv^w,8,17,39.0,680.0,624.0,1.089744
GCpv^{,8,18,38.0,702.0,646.0,1.086687
GCpvbg,8,14,43.0,632.0,559.0,1.13059
GCpvbk,8,15,42.0,657.0,588.0,1.117347
GCpvbo,8,14,42.0,618.0,546.0,1.131868
GCpvbs,8,15,41.0,642.0,574.0,1.118467
GCpvbw,8,15,41.0,639.0,574.0,1.11324
GCpvb{,8,16,40.0,663.0,600.0,1.105
GCpvdo,8,14,42.0,617.0,546.0,1.130037
GCpvds,8,15,41.0,641.0,574.0,1.116725
GCpvdw,8,15,41.0,636.0,574.0,1.108014
GCpvd{,8,16,40.0,661.0,600.0,1.101667
GCpveo,8,14,44.0,641.0,572.0,1.120629
GCpves,8,15,42.0,657.0,588.0,1.117347
GCpvew,8,15,42.0,652.0,588.0,1.108844
GCpve{,8,16,41.0,676.0,615.0,1.099187
GCpvfO,8,14,42.0,618.0,546.0,1.131868
GCpvfS,8,15,41.0,641.0,574.0,1.116725
GCpvfW,8,15,41.0,637.0,574.0,1.109756
GCpvf[,8,16,40.0,661.0,600.0,1.101667
GCpvfc,8,15,42.0,656.0,588.0,1.115646
GCpvfg,8,15,42.0,653.0,588.0,1.110544
GCpvfk,8,16,41.0,678.0,615.0,1.102439
GCpvfo,8,15,41.0,642.0,574.0,1.118467
GCpvfs,8,16,40.0,665.0,600.0,1.108333
GCpvfw,8,16,40.0,660.0,600.0,1.1
GCpvf{,8,17,39.0,682.0,624.0,1.092949
GCpvjw,8,16,40.0,661.0,600.0,1.101667
GCpvj{,8,17,39.0,685.0,624.0,1.097756
GCpvlw,8,16,40.0,659.0,600.0,1.098333
GCpvl{,8,17,39.0,683.0,624.0,1.094551
GCpvmw,8,16,41.0,676.0,615.0,1.099187
GCpvm{,8,17,40.0,699.0,640.0,1.092188
GCpvnW,8,16,40.0,660.0,600.0,1.1
GCpvn[,8,17,39.0,684.0,624.0,1.096154
GCpvng,8,16,41.0,678.0,615.0,1.102439
GCpvnk,8,17,40.0,703.0,640.0,1.098437
GCpvnw,8,17,39.0,682.0,624.0,1.092949
GCpvn{,8,18,38.0,704.0,646.0,1.089783
GCpvuw,8,16,40.0,664.0,600.0,1.106667
GCpvu{,8,17,39.0,686.0,624.0,1.099359
GCpvvW,8,16,40.0,658.0,600.0,1.096667
GCpvv[,8,17,39.0,681.0,624.0,1.091346
GCpvvg,8,16,40.0,661.0,600.0,1.101667
GCpvvk,8,17,39.0,684.0,624.0,1.096154
GCpvvo,8,16,40.0,665.0,600.0,1.108333
GCpvvs,8,17,39.0,687.0,624.0,1.100962
GCpvvw,8,17,39.0,681.0,624.0,1.091346
GCpvv{,8,18,38.0,702.0,646.0,1.086687
GCpv~w,8,18,38.0,702.0,646.0,1.086687
GCpv~{,8,19,37.0,722.0,666.0,1.084084
GCqjb_,8,12,44.0,576.0,484.0,1.190083
GCqjbc,8,13,43.0,602.0,516.0,1.166667
GCqjfW,8,14,42.0,624.0,546.0,1.142857
GCqjf[,8,15,41.0,640.0,574.0,1.114983
GCqjf_,8,13,43.0,593.0,516.0,1.149225
GCqjfc,8,14,42.0,616.0,546.0,1.128205
GCqjfo,8,14,42.0,617.0,546.0,1.130037
GCqjfs,8,15,41.0,637.0,574.0,1.109756
GCqjfw,8,15,41.0,639.0,574.0,1.11324
GCqjf{,8,16,40.0,656.0,600.0,1.093333
GCqn]w,8,16,41.0,680.0,615.0,1.105691
GCqn]{,8,17,40.0,701.0,640.0,1.095312
GCqn^W,8,16,42.0,676.0,630.0,1.073016
GCqn^[,8,17,41.0,702.0,656.0,1.070122
GCqn^w,8,17,39.0,686.0,624.0,1.099359
GCqn^{,8,18,38.0,706.0,646.0,1.092879
GCqnbo,8,14,42.0,611.0,546.0,1.119048
GCqnbs,8,15,41.0,635.0,574.0,1.106272
GCqnbw,8,15,41.0,633.0,574.0,1.102787
GCqnb{,8,16,40.0,656.0,600.0,1.093333
GCqnew,8,15,41.0,641.0,574.0,1.116725
GCqne{,8,16,40.0,664.0,600.0,1.106667
GCqnfW,8,15,41.0,642.0,574.0,1.118467
GCqnf[,8,16,40.0,664.0,600.0,1.106667
GCqnf_,8,14,42.0,616.0,546.0,1.128205
GCqnfc,8,15,41.0,640.0,574.0,1.114983
GCqnfo,8,15,41.0,638.0,574.0,1.111498
GCqnfs,8,16,40.0,661.0,600.0,1.101667
GCqnfw,8,16,40.0,658.0,600.0,1.096667
GCqnf{,8,17,39.0,680.0,624.0,1.089744
GCqnuw,8,16,40.0,664.0,600.0,1.106667
GCqnu{,8,17,39.0,686.0,624.0,1.099359
GCqnvW,8,16,40.0,665.0,600.0,1.108333
GCqnv[,8,17,39.0,686.0,624.0,1.099359
GCqnvg,8,16,40.0,658.0,600.0,1.096667
GCqnvk,8,17,39.0,680.0,624.0,1.089744
GCqnvo,8,16,40.0,663.0,600.0,1.105
GCqnvs,8,17,39.0,685.0,624.0,1.097756
GCqnvw,8,17,39.0,681.0,624.0,1.091346
GCqnv{,8,18,38.0,702.0,646.0,1.086687
GCqn~w,8,18,38.0,702.0,646.0,1.086687
GCqn~{,8,19,37.0,722.0,666.0,1.084084
GCqrRk,8,14,42.0,622.0,546.0,1.139194
GCqrT[,8,14,45.0,655.0,585.0,1.119658
GCqrTg,8,13,47.0,652.0,564.0,1.156028
GCqrTk,8,14,44.0,645.0,572.0,1.127622
GCqrUo,8,13,46.0,633.0,552.0,1.146739
GCqrUw,8,14,43.0,639.0,559.0,1.143113
GCqrU{,8,15,41.0,646.0,574.0,1.125436
GCqrVO,8,13,46.0,627.0,552.0,1.13587
GCqrVS,8,14,45.0,656.0,585.0,1.121368
GCqrVW,8,14,44.0,641.0,572.0,1.120629
GCqrV[,8,15,43.0,666.0,602.0,1.106312
GCqrV_,8,13,45.0,615.0,540.0,1.138889
GCqrVc,8,14,43.0,630.0,559.0,1.127013
GCqrVg,8,14,43.0,633.0,559.0,1.132379
GCqrVk,8,15,41.0,643.0,574.0,1.120209
GCqrVo,8,14,44.0,641.0,572.0,1.120629
GCqrVw,8,15,42.0,654.0,588.0,1.112245
GCqrV{,8,16,40.0,662.0,600.0,1.103333
GCqr]{,8,16,40.0,666.0,600.0,1.11
GCqr^[,8,16,41.0,678.0,615.0,1.102439
GCqr^k,8,16,40.0,663.0,600.0,1.105
GCqr^o,8,15,41.0,637.0,574.0,1.109756
GCqr^w,8,16,40.0,660.0,600.0,1.1
GCqr^{,8,17,39.0,682.0,624.0,1.092949
GCqrbO,8,12,46.0,591.0,506.0,1.167984
GCqrbS,8,13,44.0,609.0,528.0,1.153409
GCqrbW,8,13,43.0,594.0,516.0,1.151163
GCqrb[,8,14,42.0,618.0,546.0,1.131868
GCqrbc,8,13,45.0,620.0,540.0,1.148148
GCqrbk,8,14,43.0,636.0,559.0,1.137746
GCqrbo,8,13,44.0,604.0,528.0,1.143939
GCqrbs,8,14,43.0,628.0,559.0,1.123435
GCqrbw,8,14,42.0,618.0,546.0,1.131868
GCqrb{,8,15,41.0,641.0,574.0,1.116725
GCqrdW,8,13,44.0,609.0,528.0,1.153409
GCqrd[,8,14,43.0,629.0,559.0,1.125224
GCqrdg,8,13,46.0,639.0,552.0,1.157609
GCqrdk,8,14,44.0,654.0,572.0,1.143357
GCqrdo,8,13,44.0,609.0,528.0,1.153409
GCqrds,8,14,43.0,629.0,559.0,1.125224
GCqrdw,8,14,43.0,636.0,559.0,1.137746
GCqrd{,8,15,42.0,655.0,588.0,1.113946
GCqreo,8,13,46.0,627.0,552.0,1.13587
GCqres,8,14,44.0,641.0,572.0,1.120629
GCqrew,8,14,43.0,632.0,559.0,1.13059
GCqre{,8,15,42.0,653.0,588.0,1.110544
GCqrfO,8,13,44.0,604.0,528.0,1.143939
GCqrfS,8,14,43.0,626.0,559.0,1.119857
GCqrfW,8,14,42.0,617.0,546.0,1.130037
GCqrf[,8,15,41.0,639.0,574.0,1.11324
GCqrfc,8,14,44.0,640.0,572.0,1.118881
GCqrfg,8,14,43.0,632.0,559.0,1.13059
GCqrfk,8,15,42.0,655.0,588.0,1.113946
GCqrfo,8,14,43.0,629.0,559.0,1.125224
GCqrfs,8,15,42.0,650.0,588.0,1.105442
GCqrfw,8,15,41.0,641.0,574.0,1.116725
GCqrf{,8,16,40.0,660.0,600.0,1.1
GCqrj[,8,15,41.0,641.0,574.0,1.116725
GCqrjg,8,14,43.0,634.0,559.0,1.134168
GCqrjk,8,15,42.0,661.0,588.0,1.12415
GCqrjw,8,15,41.0,640.0,574.0,1.114983
GCqrj{,8,16,40.0,663.0,600.0,1.105
GCqrlw,8,15,41.0,648.0,574.0,1.12892
GCqrl{,8,16,40.0,668.0,600.0,1.113333
GCqrmw,8,15,42.0,654.0,588.0,1.112245
GCqrm{,8,16,41.0,676.0,615.0,1.099187
GCqrnW,8,15,41.0,639.0,574.0,1.11324
GCqrn[,8,16,40.0,662.0,600.0,1.103333
GCqrng,8,15,42.0,655.0,588.0,1.113946
GCqrnk,8,16,41.0,680.0,615.0,1.105691
GCqrno,8,15,41.0,640.0,574.0,1.114983
GCqrns,8,16,40.0,662.0,600.0,1.103333
GCqrnw,8,16,40.0,661.0,600.0,1.101667
GCqrn{,8,17,39.0,682.0,624.0,1.092949
GCqrr[,8,15,41.0,640.0,574.0,1.114983
GCqrrg,8,14,42.0,618.0,546.0,1.131868
GCqrrk,8,15,41.0,641.0,574.0,1.116725
GCqrro,8,14,43.0,628.0,559.0,1.123435
GCqrrs,8,15,42.0,653.0,588.0,1.110544
GCqrrw,8,15,41.0,639.0,574.0,1.11324
GCqrr{,8,16,40.0,663.0,600.0,1.105
GCqrtw,8,15,42.0,655.0,588.0,1.113946
GCqrt{,8,16,41.0,678.0,615.0,1.102439
GCqruw,8,15,41.0,643.0,574.0,1.120209
GCqru{,8,16,40.0,666.0,600.0,1.11
GCqrvW,8,15,41.0,636.0,574.0,1.108014
GCqrv[,8,16,40.0,661.0,600.0,1.101667
GCqrvg,8,15,41.0,640.0,574.0,1.114983
GCqrvk,8,16,40.0,663.0,600.0,1.105
GCqrvo,8,15,42.0,651.0,588.0,1.107143
GCqrvs,8,16,41.0,675.0,615.0,1.097561
GCqrvw,8,16,40.0,660.0,600.0,1.1
GCqrv{,8,17,39.0,682.0,624.0,1.092949
GCqrzw,8,16,40.0,661.0,600.0,1.101667
GCqrz{,8,17,39.0,685.0,624.0,1.097756
GCqr~w,8,17,39.0,680.0,624.0,1.089744
GCqr~{,8,18,38.0,702.0,646.0,1.086687
GCqtZg,8,14,42.0,622.0,546.0,1.139194
GCqtZo,8,14,43.0,626.0,559.0,1.119857
GCqtZw,8,15,41.0,640.0,574.0,1.114983
GCqt\{,8,16,43.0,690.0,645.0,1.069767
GCqt]w,8,15,42.0,657.0,588.0,1.117347
GCqt^[,8,16,41.0,680.0,615.0,1.105691
GCqt^g,8,15,41.0,644.0,574.0,1.121951
GCqt^k,8,16,40.0,668.0,600.0,1.113333
GCqt^o,8,15,42.0,652.0,588.0,1.108844
GCqt^s,8,16,41.0,676.0,615.0,1.099187
GCqt^w,8,16,40.0,664.0,600.0,1.106667
GCqt^{,8,17,39.0,686.0,624.0,1.099359
GCqtbO,8,12,48.0,618.0,528.0,1.170455
GCqtbW,8,13,45.0,616.0,540.0,1.140741
GCqtb[,8,14,43.0,629.0,559.0,1.125224
GCqtbg,8,13,45.0,623.0,540.0,1.153704
GCqtbk,8,14,43.0,641.0,559.0,1.146691
GCqtbo,8,13,45.0,616.0,540.0,1.140741
GCqtbw,8,14,43.0,630.0,559.0,1.127013
GCqtb{,8,15,41.0,643.0,574.0,1.120209
GCqtd[,8,14,46.0,650.0,598.0,1.086957
GCqtdk,8,14,49.0,657.0,637.0,1.031397
GCqtdw,8,14,46.0,651.0,598.0,1.088629
GCqtd{,8,15,45.0,678.0,630.0,1.07619
GCqteo,8,13,49.0,659.0,588.0,1.120748
GCqtew,8,14,45.0,657.0,585.0,1.123077
GCqte{,8,15,43.0,669.0,602.0,1.111296
GCqtfO,8,13,46.0,628.0,552.0,1.137681
GCqtfW,8,14,44.0,641.0,572.0,1.120629
GCqtf[,8,15,42.0,655.0,588.0,1.113946
GCqtfg,8,14,44.0,648.0,572.0,1.132867
GCqtfk,8,15,42.0,663.0,588.0,1.127551
GCqtfo,8,14,44.0,644.0,572.0,1.125874
GCqtfw,8,15,42.0,656.0,588.0,1.115646
GCqtf{,8,16,40.0,666.0,600.0,1.11
GCqtj[,8,15,42.0,658.0,588.0,1.119048
GCqtjk,8,15,42.0,670.0,588.0,1.139456
GCqtjo,8,14,44.0,646.0,572.0,1.129371
GCqtjw,8,15,42.0,658.0,588.0,1.119048
GCqtj{,8,16,40.0,669.0,600.0,1.115
GCqtl[,8,15,45.0,682.0,630.0,1.08254
GCqtlk,8,15,48.0,692.0,672.0,1.029762
GCqtl{,8,16,44.0,708.0,660.0,1.072727
GCqtm{,8,16,42.0,695.0,630.0,1.103175
GCqtn[,8,16,41.0,682.0,615.0,1.108943
GCqtnk,8,16,41.0,690.0,615.0,1.121951
GCqtno,8,15,43.0,672.0,602.0,1.116279
GCqtnw,8,16,41.0,682.0,615.0,1.108943
GCqtn{,8,17,39.0,690.0,624.0,1.105769
GCqtr[,8,15,42.0,651.0,588.0,1.107143
GCqtrg,8,14,42.0,623.0,546.0,1.141026
GCqtrk,8,15,41.0,644.0,574.0,1.121951
GCqtro,8,14,43.0,630.0,559.0,1.127013
GCqtrs,8,15,42.0,654.0,588.0,1.112245
GCqtrw,8,15,41.0,641.0,574.0,1.116725
GCqtr{,8,16,40.0,664.0,600.0,1.106667
GCqtt[,8,15,44.0,661.0,616.0,1.073052
GCqttg,8,14,46.0,655.0,598.0,1.095318
GCqttk,8,15,45.0,682.0,630.0,1.08254
GCqtts,8,15,44.0,666.0,616.0,1.081169
GCqttw,8,15,44.0,662.0,616.0,1.074675
GCqtt{,8,16,43.0,690.0,645.0,1.069767
GCqtuw,8,15,42.0,657.0,588.0,1.117347
GCqtu{,8,16,41.0,680.0,615.0,1.105691
GCqtvW,8,15,42.0,652.0,588.0,1.108844
GCqtv[,8,16,41.0,676.0,615.0,1.099187
GCqtvg,8,15,41.0,645.0,574.0,1.123693
GCqtvk,8,16,40.0,668.0,600.0,1.113333
GCqtvo,8,15,42.0,656.0,588.0,1.115646
GCqtvs,8,16,41.0,679.0,615.0,1.104065
GCqtvw,8,16,40.0,665.0,600.0,1.108333
GCqtv{,8,17,39.0,686.0,624.0,1.099359
GCqtzw,8,16,40.0,666.0,600.0,1.11
GCqtz{,8,17,39.0,688.0,624.0,1.102564
GCqt|w,8,16,43.0,690.0,645.0,1.069767
GCqt|{,8,17,42.0,717.0,672.0,1.066964
GCqt~w,8,17,39.0,688.0,624.0,1.102564
GCqt~{,8,18,38.0,708.0,646.0,1.095975
GCqurW,8,14,43.0,630.0,559.0,1.127013
GCqur[,8,15,41.0,644.0,574.0,1.121951
GCqurg,8,14,44.0,642.0,572.0,1.122378
GCqurk,8,15,42.0,655.0,588.0,1.113946
GCquro,8,14,44.0,642.0,572.0,1.122378
GCqurs,8,15,42.0,658.0,588.0,1.119048
GCqurw,8,15,42.0,653.0,588.0,1.110544
GCqur{,8,16,40.0,666.0,600.0,1.11
GCqutg,8,14,48.0,693.0,624.0,1.110577
GCqutk,8,15,44.0,686.0,616.0,1.113636
GCquto,8,14,45.0,657.0,585.0,1.123077
GCquts,8,15,43.0,671.0,602.0,1.114618
GCqutw,8,15,44.0,684.0,616.0,1.11039
GCqut{,8,16,42.0,695.0,630.0,1.103175
GCquuo,8,14,48.0,673.0,624.0,1.078526
GCquus,8,15,47.0,707.0,658.0,1.074468
GCquuw,8,15,44.0,665.0,616.0,1.079545
GCquu{,8,16,43.0,694.0,645.0,1.075969
GCquvW,8,15,42.0,655.0,588.0,1.113946
GCquv[,8,16,40.0,668.0,600.0,1.113333
GCquvg,8,15,43.0,668.0,602.0,1.109635
GCquvk,8,16,41.0,680.0,615.0,1.105691
GCquvo,8,15,43.0,669.0,602.0,1.111296
GCquvs,8,16,41.0,683.0,615.0,1.110569
GCquvw,8,16,41.0,678.0,615.0,1.102439
GCquv{,8,17,39.0,688.0,624.0,1.102564
GCquzw,8,16,40.0,664.0,600.0,1.106667
GCquz{,8,17,39.0,686.0,624.0,1.099359
GCqu|w,8,16,41.0,682.0,615.0,1.108943
GCqu|{,8,17,40.0,703.0,640.0,1.098437
GCqu}w,8,16,42.0,676.0,630.0,1.073016
GCqu}{,8,17,41.0,702.0,656.0,1.070122
GCqu~w,8,17,39.0,686.0,624.0,1.099359
GCqu~{,8,18,38.0,706.0,646.0,1.092879
GCqvRW,8,14,43.0,627.0,559.0,1.121646
GCqvR[,8,15,42.0,655.0,588.0,1.113946
GCqvRg,8,14,42.0,618.0,546.0,1.131868
GCqvRk,8,15,41.0,640.0,574.0,1.114983
GCqvRo,8,14,43.0,626.0,559.0,1.119857
GCqvRs,8,15,42.0,651.0,588.0,1.107143
GCqvRw,8,15,41.0,637.0,574.0,1.109756
GCqvR{,8,16,40.0,660.0,600.0,1.1
GCqvT[,8,15,43.0,669.0,602.0,1.111296
GCqvTg,8,14,45.0,659.0,585.0,1.126496
GCqvTk,8,15,43.0,670.0,602.0,1.112957
GCqvTo,8,14,44.0,641.0,572.0,1.120629
GCqvTs,8,15,43.0,665.0,602.0,1.104651
GCqvTw,8,15,43.0,667.0,602.0,1.107973
GCqvT{,8,16,42.0,690.0,630.0,1.095238
GCqvUo,8,14,44.0,645.0,572.0,1.127622
GCqvUs,8,15,42.0,660.0,588.0,1.122449
GCqvUw,8,15,41.0,646.0,574.0,1.125436
GCqvU{,8,16,40.0,668.0,600.0,1.113333
GCqvVO,8,14,44.0,644.0,572.0,1.125874
GCqvVS,8,15,43.0,672.0,602.0,1.116279
GCqvVW,8,15,42.0,654.0,588.0,1.112245
GCqvV[,8,16,41.0,680.0,615.0,1.105691
GCqvVg,8,15,41.0,644.0,574.0,1.121951
GCqvVk,8,16,40.0,666.0,600.0,1.11
GCqvVo,8,15,42.0,654.0,588.0,1.112245
GCqvVs,8,16,41.0,677.0,615.0,1.100813
GCqvVw,8,16,40.0,663.0,600.0,1.105
GCqvV{,8,17,39.0,684.0,624.0,1.096154
GCqvZw,8,16,40.0,658.0,600.0,1.096667
GCqvZ{,8,17,39.0,682.0,624.0,1.092949
GCqv\w,8,16,41.0,678.0,615.0,1.102439
GCqv\{,8,17,40.0,701.0,640.0,1.095312
GCqv]w,8,16,40.0,666.0,600.0,1.11
GCqv]{,8,17,39.0,688.0,624.0,1.102564
GCqv^W,8,16,41.0,676.0,615.0,1.099187
GCqv^[,8,17,40.0,701.0,640.0,1.095312
GCqv^w,8,17,39.0,682.0,624.0,1.092949
GCqv^{,8,18,38.0,704.0,646.0,1.089783
GCqvbW,8,14,42.0,615.0,546.0,1.126374
GCqvb[,8,15,41.0,639.0,574.0,1.11324
GCqvbg,8,14,43.0,629.0,559.0,1.125224
GCqvbk,8,15,42.0,655.0,588.0,1.113946
GCqvbo,8,14,43.0,626.0,559.0,1.119857
GCqvbs,8,15,42.0,651.0,588.0,1.107143
GCqvbw,8,15,41.0,637.0,574.0,1.109756
GCqvb{,8,16,40.0,661.0,600.0,1.101667
